id,Lifestage_at_tagging,Date_tagged,Length,First.exit,First.entry,Time.sea1,First.recap,Length.recap1,Second.exit,Second.entry,Time.sea2,Second.recap,Length.recap2,Third.exit,Third.entry,Time.sea3,Third.recap,Length.recap3
257583,Smolt,4/26/2016,12.68,4/26/2016,12/2/2016,220.1465741,12/5/2016,28,,,,,,,,,,
258329,Smolt,4/29/2016,12.15,4/29/2016,7/29/2018,821.1231019,11/29/2018,62,12/10/2018,,,,,,,,,
258024,Smolt,4/29/2016,14.57,4/29/2016,8/16/2017,474.1567593,,,1/1/2018,7/5/2018,184.2145023,11/28/2018,58,12/18/2018,,,,
258421,Smolt,4/30/2016,12.18,4/30/2016,9/10/2017,498.9829861,11/29/2017,47,1/16/2018,7/29/2018,193.218125,,,11/30/2018,,,,
258427,Smolt,4/30/2016,14.11,4/30/2016,10/23/2017,541.4437037,11/28/2017,52,12/15/2017,,,,,,,,,
258560,Smolt,4/30/2016,14.16,4/30/2016,12/2/2016,216.9564931,12/5/2016,29,,,,,,,,,,
258665,Smolt,4/30/2016,14.23,4/30/2016,11/15/2016,199.059537,12/5/2016,37,,,,,,,,,,
258581,Smolt,4/30/2016,14.28,4/30/2016,6/6/2017,402.8387847,11/29/2017,43,12/7/2017,,,,,,,,,
258769,Smolt,5/1/2016,13.9,5/1/2016,7/16/2017,441.3772685,11/28/2017,40,1/4/2018,,,,,,,,,
258727,Smolt,5/2/2016,13.62,5/2/2016,6/22/2017,416.8909606,11/29/2017,47,1/10/2018,,,,,,,,,
258726,Smolt,5/2/2016,18.47,5/2/2016,11/27/2016,209.002662,11/29/2016,33,,,,,,,,,,
258899,Smolt,5/3/2016,13.92,5/3/2016,11/24/2017,570.2748148,11/30/2017,51,,,,,,,,,,
258909,Smolt,5/4/2016,13.25,5/4/2016,10/29/2017,543.541412,11/29/2017,50,12/14/2017,,,,,,,,,
258913,Smolt,5/4/2016,14.68,5/4/2016,10/20/2017,534.7241667,11/30/2017,49,2/12/2018,,,,,,,,,
258996,Smolt,5/8/2016,12.94,5/8/2016,10/15/2017,525.7904745,11/30/2017,49,12/1/2017,,,,,,,,,
259004,Smolt,5/9/2016,12.37,5/9/2016,7/22/2017,439.9378241,11/30/2017,42,,,,,,,,,,
259044,Smolt,5/10/2016,14.12,5/10/2016,10/15/2016,158.1866088,12/1/2016,28,,,,,,,,,,
259073,Smolt,5/11/2016,12.04,5/11/2016,6/18/2017,403.0822222,11/29/2017,43,,,,,,,,,,
259096,Smolt,5/13/2016,14.69,5/13/2016,11/23/2017,559.4380324,11/29/2017,50,1/4/2018,,,,,,,,,
259227,Smolt,5/22/2016,15.22,5/22/2016,7/24/2017,428.2222454,11/29/2017,44,,,,,,,,,,
259277,Smolt,5/31/2016,13.92,5/31/2016,7/30/2018,790.9479398,11/26/2018,54.5,12/16/2018,,,,,,,,,
